rank,narrator,chains,in_degree,out_degree,betweenness,pagerank_source,pagerank_collector,community,unresolved
367,عبد الرحمن بن عبد الله بن كعب بن مالك,7,7,2,0.000743,0.0001490,0.0003827,1,0
368,عبد الرحمن بن يزيد بن جابر,2,2,2,0.000741,0.0001610,0.0002726,6,0
369,عبد العزيز لقيت انسا,1,1,1,0.000741,0.0001854,0.0002666,2,0
370,عمر بن محمد,5,5,3,0.000740,0.0001218,0.0002581,1,0
371,اشعث,9,4,4,0.000726,0.0002412,0.0003705,5,0
372,كريب مولي ابن عباس,15,4,8,0.000726,0.0004059,0.0001322,2,0
373,ابن ابي نعم,6,3,4,0.000725,0.0002597,0.0000805,7,0
374,عبد الله بن ابي قتادة,22,2,6,0.000716,0.0005311,0.0001613,6,0
375,زينب ابنة ام سلمة,8,4,5,0.000713,0.0002234,0.0002383,3,0
376,عاصم الاحول,10,7,9,0.000712,0.0002288,0.0001913,9,0
377,ابا حازم,4,4,4,0.000708,0.0002571,0.0001328,13,0
378,ابا بكر بن عبد الرحمن بن الحارث بن هشام,1,1,1,0.000707,0.0002482,0.0000693,6,0
379,شقيق,38,8,4,0.000707,0.0005392,0.0004308,4,0
380,ابو بردة,8,3,4,0.000706,0.0003774,0.0001446,12,0
381,حفص بن عاصم,18,4,4,0.000705,0.0003869,0.0002154,7,0
382,سالم بن عبد الله اخبراه انهما كلما عبد الله بن عمر,1,1,1,0.000704,0.0000912,0.0013897,9,0
383,يعقوب,13,5,6,0.000703,0.0001579,0.0003187,1,0
384,كانت احب اسماء علي,1,1,1,0.000702,0.0003807,0.0002394,13,0
385,عمرو بن سليم الزرقي,5,5,3,0.000701,0.0002567,0.0003047,8,0
386,يوسف بن الماجشون,4,2,3,0.000701,0.0001510,0.0002770,1,0
387,ابا عمرو الشيباني,2,3,2,0.000701,0.0002005,0.0002697,16,0
388,عبيد الله بن عدي بن الخيار,3,4,3,0.000700,0.0001888,0.0002778,10,0
389,ابو عقيل,2,1,1,0.000700,0.0000879,0.0002464,3,0
390,عمر بن عبد الله بن الارقم الزهري يامره,1,1,1,0.000700,0.0002613,0.0002336,17,0
391,ابا بكر بن عياش,1,1,1,0.000700,0.0001272,0.0002902,2,0
392,احمد بن ابي رجاء,13,7,1,0.000700,0.0001038,0.0004598,5,0
393,ابي بكر,5,1,4,0.000699,0.0011024,0.0002315,5,0
394,غيره,10,10,9,0.000691,0.0001680,0.0002763,14,0
395,ابراهيم ابو اسماعيل السكسكي,2,4,1,0.000690,0.0001743,0.0002737,6,0
396,سفيان لم يرفعه الاعمش,1,3,1,0.000687,0.0004177,0.0004891,2,0
397,عقبة بن وساج,2,2,2,0.000682,0.0002923,0.0001208,6,0
398,عمر بن عبد العزيز,2,1,2,0.000667,0.0002005,0.0001220,6,0
399,عبد الرحمن بن هرمز الاعرج,4,3,3,0.000662,0.0001942,0.0000850,1,0
400,سعيد بن ابي هلال,9,6,2,0.000659,0.0001650,0.0002737,1,0
401,ابي حصين,21,8,8,0.000658,0.0006480,0.0002791,7,0
402,ابو اليمان,257,2,1,0.000657,0.0005637,0.0036860,1,0
403,عمر بن ذر,5,4,5,0.000654,0.0001981,0.0003837,4,0
404,شعبة بن الحجاج,2,1,2,0.000653,0.0002527,0.0000825,5,0
405,ابي ⟨عبيد الله بن معاذ⟩,4,1,1,0.000653,0.0002596,0.0001632,5,1
406,محمد بن عبد الرحمن,8,7,7,0.000650,0.0002687,0.0001806,3,0
407,شريك بن عبد الله بن ابي نمر,8,4,6,0.000650,0.0002286,0.0001753,0,0
408,محمد ابن الحنفية,3,1,3,0.000650,0.0003312,0.0001391,4,0
409,عراك بن مالك,8,7,5,0.000648,0.0001827,0.0001947,1,0
410,عمه ⟨ابن اخي الزهري⟩,1,1,1,0.000647,0.0002478,0.0000707,11,1
411,اسحاق بن ابي طلحة الانصاري,1,1,1,0.000647,0.0002478,0.0000671,0,0
412,سالم الافطس,3,1,1,0.000647,0.0002706,0.0000759,2,0
413,عبد الرحمن بن غنم الاشعري,1,1,1,0.000647,0.0002022,0.0000957,6,0
414,امي ⟨منصور بن عبد الرحمن ابن شيبة⟩,1,1,1,0.000647,0.0005469,0.0000679,3,1
415,سعد بن عبيدة,20,4,9,0.000647,0.0005023,0.0008649,4,0
416,يحيي بن عبد الله بن صيفي,8,4,4,0.000646,0.0003299,0.0002578,2,0
417,عاصم بن عمر بن قتادة,4,3,3,0.000637,0.0002030,0.0001694,4,0
418,ابن فضيل,14,7,10,0.000636,0.0002180,0.0003276,9,0
419,الجعيد,4,4,4,0.000635,0.0002134,0.0002286,2,0
420,قرة بن خالد,7,5,5,0.000635,0.0002757,0.0001783,6,0
421,حاتم,15,9,6,0.000635,0.0001049,0.0006011,1,0
422,بكير,11,6,5,0.000632,0.0002699,0.0002069,4,0
423,ابن ادريس,5,4,4,0.000631,0.0002292,0.0002612,8,0
424,محمود بن الربيع,10,5,2,0.000625,0.0001950,0.0002273,1,0
425,عبد العزيز بن ابي حازم,16,3,9,0.000624,0.0002666,0.0002456,13,0
426,عبد الرحمن بن الغسيل,4,4,2,0.000619,0.0001279,0.0003131,4,0
427,عبيد الله بن عبد الله بن عتبة بن مسعود,27,10,5,0.000615,0.0003896,0.0003514,1,0
428,عمر بن محمد العمري,2,2,2,0.000612,0.0001652,0.0001851,10,0
429,عبيد الله بن معاذ,4,1,3,0.000612,0.0002142,0.0002020,5,0
430,ابي ⟨هشام بن عروة⟩,8,3,1,0.000611,0.0001690,0.0002567,3,1
431,ابيه ⟨عبد الرحمن بن الاسود⟩,5,2,1,0.000610,0.0003136,0.0000899,3,1
432,مروان بن شجاع,3,1,3,0.000606,0.0002270,0.0001277,2,0
433,عطية بن قيس الكلابي,1,1,1,0.000606,0.0001463,0.0001447,6,0
434,ربيعة بن عبد الله بن الهدير التيمي,1,2,1,0.000606,0.0002087,0.0001299,7,0
435,منصور بن عبد الرحمن ابن شيبة,1,1,1,0.000606,0.0005412,0.0001208,3,0
436,عبد الملك بن ميسرة,9,5,2,0.000606,0.0001500,0.0003367,5,0
437,صفوان بن يعلي,9,3,2,0.000604,0.0002507,0.0002075,2,0
438,عبد الله بن وهب,8,5,6,0.000596,0.0002151,0.0002857,1,0
439,ابي ⟨عمر⟩,1,1,1,0.000595,0.0010938,0.0000821,2,1
440,ابي رجاء,5,4,2,0.000595,0.0001854,0.0001912,0,0
441,الفضل بن موسي,4,4,3,0.000593,0.0001127,0.0002481,4,0
442,اسحاق بن يوسف,3,3,2,0.000593,0.0001531,0.0002262,2,0
443,عفان,7,5,4,0.000593,0.0001715,0.0001867,10,0
444,هند,1,3,1,0.000591,0.0001035,0.0001093,3,0
445,محمد بن سعد,2,2,2,0.000588,0.0001924,0.0001316,1,0
446,منذر,2,2,2,0.000588,0.0001654,0.0001543,4,0
447,ابي الخير,25,4,3,0.000585,0.0003751,0.0005571,1,0
448,عبد الله بن ابي بكر,12,5,3,0.000585,0.0001444,0.0003567,8,0
449,عبد الواحد بن ايمن,8,4,3,0.000584,0.0001315,0.0002654,4,0
450,ابيه ⟨المعتمر بن سليمان⟩,2,2,1,0.000583,0.0001535,0.0001444,15,1
451,الجعيد بن عبد الرحمن,5,3,5,0.000582,0.0002404,0.0001666,3,0
452,ابي الزناد,77,3,8,0.000577,0.0006290,0.0004398,7,0
453,انس بن عياض,21,4,4,0.000576,0.0002630,0.0003332,11,0
454,ابو عامر العقدي,5,5,5,0.000575,0.0001081,0.0002899,3,0
455,ابي الغيث,13,1,3,0.000574,0.0003598,0.0000973,7,0
456,ربيعة بن يزيد الدمشقي,3,3,2,0.000572,0.0001989,0.0002278,3,0
457,ابراهيم بن يوسف,9,2,3,0.000571,0.0004000,0.0002999,5,0
458,محمد بن جبير,7,4,4,0.000570,0.0003038,0.0002525,1,0
459,عبد الرحمن بن الاسود,5,1,5,0.000569,0.0002773,0.0001395,3,0
460,ابا النضر,8,6,3,0.000569,0.0001372,0.0002796,10,0
461,محمد بن حمير,2,2,2,0.000569,0.0001666,0.0002176,6,0
462,صفية,2,2,2,0.000569,0.0002087,0.0015628,4,0
463,يونس بن محمد,5,3,4,0.000567,0.0002270,0.0001509,6,0
464,محمد بن ابي بكر المقدمي,13,7,1,0.000566,0.0000821,0.0006155,0,0
465,عثمان بن عبد الرحمن التيمي,1,1,1,0.000565,0.0001541,0.0001735,7,0
466,عمر بن نافع,2,2,2,0.000565,0.0001641,0.0001908,11,0
467,الفضيل بن سليمان النميري البصري,1,1,1,0.000565,0.0005537,0.0001657,3,0
468,عبد الواحد بن زياد,6,5,4,0.000563,0.0000962,0.0003666,9,0
469,السايب بن يزيد,18,4,8,0.000563,0.0005404,0.0002614,3,0
470,زينب بنت ابي سلمة,7,4,4,0.000561,0.0002006,0.0001910,3,0
471,الحسن بن محمد,7,7,2,0.000557,0.0000970,0.0004187,0,0
472,سفيان بن عيينة,7,6,7,0.000557,0.0001393,0.0002570,4,0
473,حميد بن نافع,7,4,4,0.000556,0.0002415,0.0002481,3,0
474,معن بن عيسي,3,3,3,0.000548,0.0001164,0.0002203,11,0
475,ربيعة بن ابي عبد الرحمن,13,5,6,0.000547,0.0002409,0.0002578,8,0
476,عبد الرحمن الاعرج,10,5,7,0.000544,0.0002537,0.0001771,7,0
477,ابي حيان,7,4,5,0.000543,0.0002482,0.0001461,7,0
478,غالب القطان,2,2,2,0.000541,0.0001779,0.0001056,15,0
479,يحيي بن حماد,9,2,2,0.000540,0.0001655,0.0002829,9,0
480,صدقة بن الفضل,25,9,1,0.000539,0.0002267,0.0008342,4,0
481,القاسم بن مالك,2,2,1,0.000538,0.0001207,0.0001399,10,0
482,ثابت البناني,11,3,7,0.000537,0.0002603,0.0001412,0,0
483,سليمان الشيباني,7,4,5,0.000536,0.0002019,0.0002384,2,0
484,ابو بردة بن عبد الله,2,2,1,0.000535,0.0000886,0.0002119,9,0
485,سويد بن غفلة,5,2,3,0.000534,0.0001868,0.0001548,4,0
486,مروان بن معاوية,3,3,3,0.000533,0.0000894,0.0002691,4,0
487,ابن ابي هلال,2,2,1,0.000533,0.0000933,0.0002267,4,0
488,معاوية بن ابي مزرد,5,4,3,0.000531,0.0001547,0.0002346,7,0
489,ابيه ⟨ابراهيم⟩,4,4,1,0.000529,0.0001516,0.0001163,4,1
490,حميد بن هلال,19,6,8,0.000528,0.0003624,0.0002040,0,0
491,منصور ابن صفية,4,2,3,0.000528,0.0001482,0.0002240,4,0
492,لابو تراب,1,1,1,0.000526,0.0004024,0.0002079,13,0
493,ابو ادريس عايذ الله,2,3,2,0.000525,0.0001537,0.0002241,10,0
494,ابو المتوكل الناجي,2,2,1,0.000525,0.0001525,0.0002160,3,0
495,يدخل علي سبيعة بنت الحارث الاسلمية فيسالها,1,1,1,0.000525,0.0002982,0.0002009,17,0
496,عبد الرحمن بن هرمز مولي بني عبد المطلب,1,1,1,0.000525,0.0000907,0.0002321,7,0
497,عبد الحميد بن عبد الرحمن بن زيد,2,1,1,0.000525,0.0000960,0.0002079,1,0
498,حكيم بن ابي حرة الاسلمي,1,1,1,0.000525,0.0000950,0.0002009,11,0
499,خالد بن ذكوان,6,3,1,0.000525,0.0001337,0.0002241,6,0
500,ابي بكر بن المنكدر,1,1,1,0.000525,0.0000851,0.0002009,5,0
501,صحبت ابن عمر,1,1,1,0.000525,0.0001046,0.0002079,2,0
502,ابراهيم التيمي,18,3,2,0.000525,0.0002994,0.0004483,4,0
503,ابو بكر بن ابي مليكة,1,1,1,0.000524,0.0000898,0.0002104,7,0
504,محمد هو ابن عقبة,1,1,1,0.000524,0.0005637,0.0002038,3,0
505,ابو حصين,6,4,6,0.000518,0.0002635,0.0001945,7,0
506,بشر,9,8,3,0.000515,0.0001657,0.0003227,6,0
507,يحيي بن معين,3,3,2,0.000514,0.0001501,0.0002184,13,0
508,ربيع بن خثيم,1,1,1,0.000512,0.0001482,0.0000756,4,0
509,ابو عثمان,10,7,7,0.000510,0.0003774,0.0001610,0,0
510,ابا سلمة,11,4,9,0.000507,0.0003048,0.0000975,2,0
511,حفصة بنت سيرين,12,5,5,0.000507,0.0002414,0.0003794,0,0
512,عبيد الله بن ابي يزيد,7,4,5,0.000505,0.0002120,0.0001501,4,0
513,علقمة,51,6,3,0.000503,0.0010679,0.0006076,4,0
514,جويرية,32,4,5,0.000503,0.0002051,0.0005751,11,0
515,ابو رجاء,15,4,6,0.000502,0.0003550,0.0002170,0,0
516,معاوية بن عمرو,15,3,3,0.000500,0.0001619,0.0004226,5,0
517,قلت لعلي,1,1,1,0.000498,0.0001752,0.0007740,9,0
518,حاتم بن اسماعيل,9,3,6,0.000498,0.0001986,0.0006924,2,0
519,محمد بن سابق,8,5,5,0.000497,0.0002214,0.0004099,3,0
520,نافع بن جبير بن مطعم,3,3,3,0.000496,0.0001664,0.0001791,4,0
521,زكرياء,17,6,3,0.000492,0.0001956,0.0004810,9,0
522,حرمي بن عمارة,4,3,4,0.000492,0.0001417,0.0001918,5,0
523,ابو صالح,16,6,4,0.000491,0.0003173,0.0001638,4,0
524,قيس بن حفص,11,4,1,0.000491,0.0000995,0.0003692,9,0
525,عثمان بن عمر,16,5,7,0.000485,0.0001843,0.0003990,6,0
526,جرير بن عبد الحميد,5,5,3,0.000481,0.0009625,0.0001611,4,0
527,محمد بن المبارك,1,1,1,0.000479,0.0000830,0.0001296,6,0
528,ابي عبيدة,2,2,2,0.000478,0.0002469,0.0000926,1,0
529,ابيه ⟨عبد الرحمن بن القاسم⟩,25,7,1,0.000476,0.0003905,0.0003255,3,1
530,رواه ابن طهمان,1,2,1,0.000475,0.0003339,0.0001087,11,0
531,جويرية بن اسماء,11,2,6,0.000475,0.0001846,0.0002089,11,0
532,ثابتا,3,3,3,0.000474,0.0001702,0.0001401,0,0
533,جبير بن حية,3,1,3,0.000473,0.0004798,0.0000771,15,0
534,قبيصة,43,2,3,0.000472,0.0002691,0.0010335,4,0
535,النعمان,2,1,2,0.000471,0.0001403,0.0004040,9,0
536,ابي عمران,3,2,3,0.000471,0.0002041,0.0001002,0,0
537,عبيد الله بن ابي جعفر,7,5,2,0.000468,0.0001758,0.0001921,1,0
538,ابي الاسود,6,2,6,0.000465,0.0002626,0.0001315,0,0
539,حسين بن علي,6,4,3,0.000464,0.0002285,0.0001500,1,0
540,ابو حازم,32,5,10,0.000457,0.0004357,0.0002736,13,0
541,الاحنف بن قيس,4,1,3,0.000455,0.0003590,0.0001838,0,0
542,ابو الجويرية,2,2,2,0.000453,0.0001843,0.0001196,2,0
543,بكر بن عبد الله المزني,4,2,2,0.000453,0.0002346,0.0000999,15,0
544,صفوان بن محرز المازني,3,1,3,0.000450,0.0002389,0.0000946,0,0
545,صخر,2,1,2,0.000449,0.0002184,0.0000873,11,0
546,جده ⟨بريد بن عبد الله بن ابي بردة⟩,4,2,1,0.000447,0.0001921,0.0000952,12,1
547,ابيه ⟨عبد الرحمن بن ابي صعصعة⟩,2,2,1,0.000445,0.0002606,0.0000690,7,1
548,ربعي بن حراش,11,6,3,0.000443,0.0001947,0.0002219,4,0
549,احمد بن صالح,22,2,3,0.000442,0.0001358,0.0005706,1,0
550,فسالت ابن عمر,1,1,1,0.000442,0.0005002,0.0000963,3,0
551,شعيب بن ابي حمزة,6,4,3,0.000440,0.0001299,0.0001893,1,0
552,ابي ⟨سفيان⟩,2,2,1,0.000438,0.0000954,0.0001821,4,1
553,همام بن يحيي,7,2,3,0.000438,0.0002235,0.0001357,0,0
554,ذكوان,10,5,5,0.000436,0.0002560,0.0000964,7,0
555,الحارث بن سويد,8,5,2,0.000436,0.0002009,0.0002116,4,0
556,محمد بن ابي حفصة,2,1,2,0.000436,0.0002525,0.0000988,1,0
557,محمد بن صباح,5,2,1,0.000435,0.0005637,0.0002487,0,0
558,ابي عبد الله الاغر,3,1,4,0.000434,0.0002364,0.0000710,7,0
559,خبيب بن عبد الرحمن,14,2,4,0.000433,0.0002330,0.0002507,7,0
560,ابيه ⟨ابي⟩,2,2,2,0.000433,0.0002232,0.0001117,1,1
561,الزبير بن الخريت,1,1,1,0.000432,0.0002239,0.0000678,2,0
562,عبيد الله بن ابي رافع,2,1,2,0.000432,0.0002185,0.0000804,1,0
563,الفضل,2,2,2,0.000432,0.0002099,0.0001348,3,0
564,ابن اخي الزهري,1,1,1,0.000432,0.0001999,0.0001232,11,0
565,ابي ⟨عمر بن يونس⟩,1,1,1,0.000432,0.0001999,0.0001202,0,1
566,مثني بن سعيد القصير,1,1,1,0.000432,0.0001999,0.0000926,5,0
567,شاذان,3,2,2,0.000432,0.0002099,0.0001528,5,0
568,ابي ⟨شاذان اخو عبدان⟩,1,1,1,0.000432,0.0001999,0.0000981,5,1
569,حفص,1,1,1,0.000432,0.0001999,0.0000761,3,0
570,عمي القاسم بن يحيي,2,1,2,0.000432,0.0002099,0.0000877,11,0
571,عبيد الله بن الاخنس ابو مالك,1,1,1,0.000432,0.0001999,0.0000879,2,0
572,ميمون بن سياه,1,1,1,0.000432,0.0002029,0.0000671,0,0
573,مسعر بن كدام,1,1,1,0.000432,0.0001999,0.0001091,10,0
574,ابي ⟨الانصاري محمد⟩,1,1,1,0.000432,0.0001999,0.0000755,0,1
575,ابي ⟨عمر بن حفص⟩,57,2,1,0.000431,0.0002070,0.0011398,4,1
576,ابيه ⟨ليس ابو عبيدة ذكره + لكن عبد الرحمن بن الاسود⟩,1,1,2,0.000431,0.0002432,0.0000756,5,1
577,صالح وابن ابي حفصة وابن مجمع,1,1,3,0.000431,0.0003574,0.0000810,3,0
578,عايشة حدثت,1,1,2,0.000431,0.0002317,0.0000756,1,0
579,ابيه ⟨عبد الله بن يحيي بن ابي كثير + اثني عليه خيرا لقيته باليمامة⟩,1,1,2,0.000431,0.0002129,0.0000726,6,1
580,ابن شبرمة,1,1,2,0.000431,0.0002249,0.0001045,4,0
581,ابو معبد,1,1,1,0.000431,0.0002032,0.0000659,2,0
582,ابيه ⟨عبد الملك بن سعيد بن جبير⟩,1,1,1,0.000431,0.0002147,0.0000659,2,1
583,ابي ⟨بشر بن شعيب⟩,2,1,1,0.000431,0.0002293,0.0000988,1,1
584,اسحاق بن راشد,1,1,1,0.000431,0.0002059,0.0000810,0,0
585,ابو صالح سلمويه,1,1,1,0.000431,0.0002065,0.0000756,4,0
586,ابيه ⟨عروة فسالت هشاما عنه فحدثنا⟩,1,1,1,0.000431,0.0002087,0.0000679,2,1
587,ابي المنهال,8,2,5,0.000430,0.0002535,0.0001281,2,0
588,اسباط بن محمد,2,2,2,0.000430,0.0001712,0.0001638,9,0
589,هشيما,2,2,2,0.000427,0.0001932,0.0001575,9,0
590,حنظلة,8,6,4,0.000422,0.0001831,0.0001970,5,0
591,زينب,6,3,4,0.000421,0.0001425,0.0001685,3,0
592,عباد بن عبد الله بن الزبير,5,2,5,0.000418,0.0002482,0.0000801,3,0
593,عمر بن علي,5,5,4,0.000414,0.0001834,0.0003004,0,0
594,زياد,6,4,4,0.000413,0.0001574,0.0002026,2,0
595,ابي سفيان,3,3,4,0.000410,0.0002073,0.0000790,2,0
596,يحيي بن ابي بكير,3,3,2,0.000408,0.0001494,0.0001778,5,0
597,ايوب السختياني,5,4,4,0.000407,0.0001226,0.0001983,2,0
598,ارسل,2,3,1,0.000406,0.0007416,0.0001836,14,0
599,ابراهيم بن نافع,6,5,4,0.000405,0.0001549,0.0008270,4,0
600,عبد الرحمن بن ابي صعصعة,2,1,2,0.000405,0.0002150,0.0001218,7,0
601,سالما,5,2,4,0.000403,0.0011400,0.0001079,11,0
602,ابي عمران الجوني,5,4,3,0.000403,0.0001570,0.0002192,5,0
603,زكرياء بن ابي زايدة,2,2,2,0.000403,0.0001607,0.0001486,9,0
604,علي بن مدرك,4,3,1,0.000402,0.0001070,0.0002021,5,0
605,فسالته,1,1,1,0.000401,0.0005024,0.0001450,3,0
606,حبان,21,5,4,0.000401,0.0001607,0.0003872,10,0
607,حسان بن ابراهيم,3,2,3,0.000399,0.0002262,0.0001290,1,0
608,ابو احمد,5,3,3,0.000398,0.0001601,0.0002253,4,0
609,عمرو بن ابي عمرو مولي المطلب,2,2,2,0.000395,0.0001478,0.0001232,13,0
610,سعدان بن بشر,2,1,2,0.000394,0.0001613,0.0002081,9,0
611,الماجشون,2,2,2,0.000394,0.0001577,0.0001217,7,0
612,ثمامة بن عبد الله,6,1,3,0.000393,0.0002741,0.0000996,0,0
613,رقبة,2,2,2,0.000393,0.0001494,0.0001313,12,0
614,حسين بن محمد,3,3,3,0.000392,0.0001879,0.0001155,10,0
615,عنبسة بن سعيد,3,2,2,0.000392,0.0001899,0.0001194,1,0
616,ابي امامة بن سهل بن حنيف,3,3,2,0.000391,0.0001586,0.0001227,5,0
617,ابيه ⟨سفيان⟩,6,2,1,0.000391,0.0001305,0.0001588,4,1
618,ابو ادريس الخولاني,4,4,4,0.000391,0.0002846,0.0001915,6,0
619,محمد بن عمرو بن عطاء,1,1,1,0.000391,0.0001791,0.0000819,8,0
620,عمر بن حفص,57,1,2,0.000390,0.0001521,0.0010346,4,0
621,عمرو },1,1,1,0.000390,0.0001476,0.0001192,2,0
622,عبد الملك بن سعيد بن جبير,1,1,1,0.000390,0.0001612,0.0001192,2,0
623,بشر بن شعيب,2,1,2,0.000390,0.0001787,0.0001472,1,0
624,موسي بن اعين,1,1,1,0.000390,0.0001509,0.0001320,0,0
625,محمد بن عبد العزيز بن ابي رزمة,1,1,1,0.000390,0.0001516,0.0001275,4,0
626,عروة فسالت هشاما عنه فحدثنا,1,1,1,0.000390,0.0001541,0.0001208,2,0
627,جامع بن شداد,4,2,3,0.000389,0.0001182,0.0001676,0,0
628,ابن علية,14,6,7,0.000387,0.0002592,0.0002719,10,0
629,علقمة بن وقاص,16,6,5,0.000386,0.0003126,0.0001684,1,0
630,عمارة بن عمير,5,4,2,0.000386,0.0001400,0.0001660,4,0
631,عياض بن عبد الله,4,2,3,0.000384,0.0001750,0.0000721,8,0
632,معقل بن يسار,1,2,1,0.000382,0.0001933,0.0012098,0,0
633,عبد الرحمن بن كعب,4,5,2,0.000381,0.0001180,0.0002188,1,0
634,اشعث بن سليم,6,3,2,0.000381,0.0001257,0.0002772,5,0
635,طلحة اليامي,1,1,1,0.000380,0.0001412,0.0000674,12,0
636,معاوية بن قرة,6,5,2,0.000378,0.0001301,0.0001666,5,0
637,ابن السباق,3,3,2,0.000377,0.0001089,0.0001930,1,0
638,عبد الله بن يزيد الخطمي,3,4,2,0.000376,0.0001163,0.0002546,5,0
639,جعفر بن عمرو بن امية,5,3,2,0.000376,0.0001271,0.0001853,1,0
640,ابن قسيط,1,1,1,0.000375,0.0001075,0.0000678,8,0
641,زرارة بن اوفي,5,4,1,0.000375,0.0001476,0.0001955,0,0
642,محمدا كتم شييا,1,1,1,0.000374,0.0005024,0.0001210,3,0
643,عبدالله,5,3,3,0.000373,0.0001150,0.0001984,4,0
644,قرة,5,5,4,0.000373,0.0001268,0.0002135,3,0
645,مروان بن الحكم,9,2,6,0.000373,0.0002762,0.0001825,3,0
